"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000031647",200.3069179958,-2.25458221744183,0.176622506593473,-12.7649769042806,2.57226937830851e-37,1.17430866249727e-34
"ENSMUSG00000006403",343.101998451708,1.97693665363601,0.158675437787665,12.4589960563492,1.24933449374456e-35,5.55729610191811e-33
"ENSMUSG00000038354",95.1445100745746,-3.67903437098917,0.295655716353145,-12.4436436283707,1.51435041150551e-35,6.56773773469939e-33
"ENSMUSG00000038530",591.069030978606,3.88989073931633,0.316217885984351,12.3012989199125,8.91291933453451e-35,3.77125181989036e-32
"ENSMUSG00000026991",2547.10387082681,1.47617374600093,0.120602347520825,12.2400083940824,1.90012981511588e-34,7.84844096015007e-32
"ENSMUSG00000048752",567.473778628029,-3.2063740777854,0.262819245583285,-12.1999211688983,3.11125015969454e-34,1.25520855279956e-31
"ENSMUSG00000020020",335.656349715111,3.3406591571288,0.274221523474302,12.1823375306347,3.86056126574649e-34,1.52211401904932e-31
"ENSMUSG00000091694",28960.1217825534,3.98541239717263,0.329170504482901,12.1074408031588,9.64568885868964e-34,3.71852022934551e-31
"ENSMUSG00000102697",156.39871383069,3.61650556563034,0.3047492168366,11.8671529435609,1.75333354280381e-32,6.61235441316534e-30
"ENSMUSG00000053310",835.201566354483,-3.50112407127632,0.29685344730714,-11.7941162652353,4.18571455193417e-32,1.54497395844583e-29
"ENSMUSG00000024810",923.86455138402,1.76484153178473,0.151332907012608,11.6619813008528,1.99348859418135e-31,7.20480002747042e-29
"ENSMUSG00000106438",2515.98683262355,3.46472970365518,0.297333526936318,11.6526707881054,2.22378164060739e-31,7.87309467372591e-29
"ENSMUSG00000000320",1991.86259115822,-2.76748636807816,0.242575485033099,-11.4087636172325,3.78064792380049e-30,1.31173360364182e-27
"ENSMUSG00000040838",106.447816933463,4.85368716845811,0.426413078458126,11.3825945161172,5.10577580655587e-30,1.73676468023787e-27
"ENSMUSG00000021062",497.95169280069,2.47604736457289,0.21834336612108,11.3401538528989,8.29984163751637e-30,2.76895486014681e-27
"ENSMUSG00000021803",164.050434522257,3.73342582214354,0.330343386564344,11.3016514753697,1.28773247211274e-29,4.21501564645505e-27
"ENSMUSG00000025089",779.48192137555,3.50407511787385,0.311317039796497,11.2556483261064,2.17222797188488e-29,6.97848349189981e-27
"ENSMUSG00000030111",161.592989528798,5.69801620213693,0.506644553952092,11.2465754495719,2.40759286839931e-29,7.59398565108932e-27
"ENSMUSG00000039611",402.887604076405,-1.92632707618479,0.172195181988326,-11.1868813862363,4.72770556995159e-29,1.43888133732492e-26
"ENSMUSG00000039252",498.091284941798,2.63169398561412,0.235237276616387,11.1874020285728,4.70003371061377e-29,1.43888133732492e-26
"ENSMUSG00000015134",211.598668876413,1.64014627722661,0.148454489495933,11.0481419780272,2.23798787061437e-28,6.69389889300311e-26
"ENSMUSG00000024747",447.625951515265,-3.33944528486093,0.302675715090903,-11.0330796901165,2.64644384586687e-28,7.78144200645736e-26
"ENSMUSG00000030054",1170.55411322071,-2.82210100028317,0.258275516231998,-10.9267074225812,8.59092591555828e-28,2.48392304638508e-25
"ENSMUSG00000005824",140.427927472529,-2.23621600081832,0.205730825028253,-10.8696205369867,1.60868517027152e-27,4.57499513670004e-25
"ENSMUSG00000035183",179.768361952651,-2.37145705131536,0.221585763709507,-10.7022085336866,9.93808488291003e-27,2.78074026691489e-24
"ENSMUSG00000005968",180.426645267123,-1.77147798270027,0.166448719160818,-10.6427853072797,1.8841138559316e-26,5.18819161471452e-24
"ENSMUSG00000026579",615.898457634618,-4.22566616598827,0.39843729121134,-10.6055990721684,2.80659506613632e-26,7.60762675114575e-24
"ENSMUSG00000047990",537.609597529863,4.97021046042747,0.468819735973477,10.601538457222,2.93118113285217e-26,7.82309696811068e-24
"ENSMUSG00000092572",215.603875782196,-3.27061977871494,0.308579785965415,-10.5989437010028,3.01364740674563e-26,7.92132654730656e-24
"ENSMUSG00000104818",289.51287665801,2.76720643914103,0.262171153674182,10.5549615217394,4.81836964214549e-26,1.24759815749164e-23
"ENSMUSG00000039109",711.122317713628,-2.98882268065436,0.28472277193848,-10.4973081721056,8.88784888698933e-26,2.2674470954631e-23
"ENSMUSG00000026580",118.725377629664,-3.06101491920004,0.294329579287785,-10.399956832769,2.4804553895396e-25,6.23636813010623e-23
"ENSMUSG00000054793",2746.72340827338,1.48526816289029,0.143365231887017,10.3600304156087,3.76842186318679e-25,9.33922606893777e-23
"ENSMUSG00000006586",335.876887531713,-2.36993193103581,0.229394710241615,-10.3312405440371,5.08980188413291e-25,1.24363215613997e-22
"ENSMUSG00000062380",256.894755385483,2.14048357860359,0.207315784525693,10.3247496735509,5.4460675222006e-25,1.31219971354355e-22
"ENSMUSG00000063564",462.672704990148,2.07027953456245,0.202675190250674,10.2147654678497,1.70290457296703e-24,4.04684774408657e-22
"ENSMUSG00000032387",500.564640669805,-2.80290565148988,0.274727324407795,-10.202500452155,1.93232477030997e-24,4.52999596153207e-22
"ENSMUSG00000045509",697.930508957489,3.18205637179971,0.31240786536965,10.1855834136397,2.29976242224543e-24,5.31950380014849e-22
"ENSMUSG00000031255",159.811995225888,-1.70889282778932,0.169152244383857,-10.1026908275088,5.37468243798016e-24,1.21337369041366e-21
"ENSMUSG00000052942",394.359551021282,1.41749499291612,0.140311426807052,10.1024914732381,5.38562221361841e-24,1.21337369041366e-21
"ENSMUSG00000027199",3710.15169799183,-1.1872881106565,0.117782910383853,-10.0803088222828,6.75135914328216e-24,1.50157151817511e-21
"ENSMUSG00000042351",2233.41949160986,-1.3681747984522,0.136143811553788,-10.0494821089364,9.23514763840246e-24,2.02799166115197e-21
"ENSMUSG00000040809",4701.16231325443,-3.85686075292263,0.384196491248029,-10.0387714119771,1.02948358909785e-23,2.23243516295868e-21
"ENSMUSG00000091650",391.346042966354,4.82379837639274,0.482864769941112,9.98995718196843,1.68654579539098e-23,3.61212301956083e-21
"ENSMUSG00000034684",1711.42351126362,1.08624250960751,0.108833770710994,9.98074864549171,1.8506512176962e-23,3.91525577129191e-21
"ENSMUSG00000022659",308.688148338408,-1.65925702589319,0.166593090626543,-9.95993903260249,2.28202615024742e-23,4.76970959692679e-21
"ENSMUSG00000072769",52.4507909388664,-4.5123511111905,0.45345337603283,-9.95108063957563,2.494594563423e-23,5.15193172455503e-21
"ENSMUSG00000049350",109.667486981795,-4.45785530634894,0.448684408363756,-9.9353916098972,2.92026214561016e-23,5.96008325906412e-21
"ENSMUSG00000043003",135.525498497593,3.77040829246875,0.381377196212024,9.88629716175433,4.77358865417055e-23,9.62932743866869e-21
"ENSMUSG00000000253",5587.52251702681,3.251332380685,0.330524748601933,9.8368802773094,7.80949486358587e-23,1.55723122866078e-20
"ENSMUSG00000022441",64.7164594493018,3.11242344466629,0.318096740472488,9.78451850856197,1.31218336360938e-22,2.58679056726085e-20
"ENSMUSG00000020866",849.292951924705,-1.9283598158924,0.197171946545737,-9.7800921970666,1.37085612593002e-22,2.67209124411617e-20
"ENSMUSG00000079445",131.736847952751,2.00713659458293,0.206759306631623,9.70759975587937,2.79849403951145e-22,5.3942527330494e-20
"ENSMUSG00000020787",527.566483050517,-2.09676728651633,0.216364488991295,-9.69090305110411,3.29601320551403e-22,6.28343264717114e-20
"ENSMUSG00000010154",890.830867605532,2.95242446674528,0.306199687607822,9.64215375205321,5.30627792613846e-22,1.00057945068098e-19
"ENSMUSG00000050473",167.49642017533,-3.37919592638641,0.350852948946576,-9.6313738748166,5.89361462201109e-22,1.0993809297059e-19
"ENSMUSG00000046352",87.888412949076,-4.29117206541922,0.445914879934411,-9.62329865747114,6.37531764438542e-22,1.17658521802977e-19
"ENSMUSG00000051726",49.7649917258012,-4.02313155173607,0.420193364403772,-9.57447663992659,1.02374478408061e-21,1.86946573834004e-19
"ENSMUSG00000031502",22517.9355278536,1.40260643851029,0.146965682149808,9.54376843622964,1.37734323064217e-21,2.48897399637296e-19
"ENSMUSG00000056043",56.8155286046019,-2.59913310564934,0.273243397569933,-9.51215337228458,1.86755914317383e-21,3.34004288822469e-19
"ENSMUSG00000068696",521.318776220513,2.13608227468065,0.224678212012945,9.50729603704335,1.9568270041325e-21,3.46398314976434e-19
"ENSMUSG00000002250",1735.42601897655,1.65226721040872,0.17382726932778,9.50522444952581,1.99617066649974e-21,3.49793623458964e-19
"ENSMUSG00000000037",114.801878405721,-2.39030652339813,0.251951088342281,-9.48718475131512,2.37357925324952e-21,4.11768528853727e-19
"ENSMUSG00000006522",226.234429113824,1.61546881056212,0.170337501451537,9.48392923927991,2.44884225778993e-21,4.20618965229107e-19
"ENSMUSG00000083457",159.940007253446,-3.48343645769835,0.367536706786282,-9.477791995682,2.59720374655233e-21,4.41728339168529e-19
"ENSMUSG00000023886",9191.66510507423,1.66098019908761,0.175937904612435,9.44071831903705,3.70232493122606e-21,6.23572164144754e-19
"ENSMUSG00000054555",727.090696738003,2.1886882687252,0.233477971647687,9.37428166468691,6.96484023645063e-21,1.16178892713409e-18
"ENSMUSG00000020396",209.717682107752,-1.82622521547675,0.195002827205238,-9.36512173515654,7.5962673497656e-21,1.25504805698794e-18
"ENSMUSG00000031503",14342.9595123921,1.26214061566801,0.136054206345419,9.27674821360274,1.74729753285995e-20,2.85963373585419e-18
"ENSMUSG00000030249",3322.75593654735,1.52419030815569,0.164349136471059,9.27409988810069,1.79125037323753e-20,2.90416929672194e-18
"ENSMUSG00000031355",537.940112437956,-0.960923908704827,0.103734072274444,-9.26333930246715,1.98136527500237e-20,3.18265970284639e-18
"ENSMUSG00000020374",54.9810255669378,-3.7784287787704,0.409553204076496,-9.22573365599814,2.81626272278337e-20,4.48225006558219e-18
"ENSMUSG00000029163",7747.29714511727,1.17239446562331,0.127168415097145,9.21922683968106,2.99250120916211e-20,4.71944645241311e-18
"ENSMUSG00000097252",37.3727861575026,-4.841879483536,0.526824563447835,-9.19068665258891,3.90341601167178e-20,6.10058206941279e-18
"ENSMUSG00000029352",100.409513409996,2.80992166422735,0.309336229473302,9.08371343703169,1.04932301031184e-19,1.62532639132945e-17
"ENSMUSG00000018339",2367.1573999803,2.58278884371041,0.285073916372521,9.0600672154633,1.30370194312082e-19,2.00147091232389e-17
"ENSMUSG00000103636",78.4558850326299,4.21565712230394,0.465575029010588,9.05473201873134,1.36903534178489e-19,2.08333553590213e-17
"ENSMUSG00000075296",190.746349586899,-3.84736516308675,0.426995232402451,-9.01032346764129,2.05449611165154e-19,3.0992520473853e-17
"ENSMUSG00000074570",89.4215699075303,-3.04098697873167,0.337731029430723,-9.00416815078419,2.17306920761905e-19,3.22208586442524e-17
"ENSMUSG00000017446",1423.74637354897,1.55790681746256,0.173014294727232,9.00449769146936,2.1665531818717e-19,3.22208586442524e-17
"ENSMUSG00000050910",810.709947536499,1.17524412741974,0.130823786643539,8.98341316646011,2.6249462376562e-19,3.85911587549659e-17
"ENSMUSG00000016942",37.158307239883,-3.87152080013191,0.431174129602745,-8.97901922756558,2.73191034960646e-19,3.98262023066999e-17
"ENSMUSG00000022607",2168.82717438138,0.977651801384462,0.109198280599902,8.95299629273965,3.4596148750612e-19,5.00144990438014e-17
"ENSMUSG00000102705",49.1613085017341,6.03726314822843,0.676038651786313,8.9303520327958,4.24655300617393e-19,6.08836376455416e-17
"ENSMUSG00000034205",1300.79668145443,0.78362670735648,0.0878170059867062,8.92340496640373,4.52167737359735e-19,6.42967697353826e-17
"ENSMUSG00000050982",61.0368291796269,5.47704979907082,0.61630114146867,8.88697007118759,6.27979166380358e-19,8.85705900680199e-17
"ENSMUSG00000066000",220.398910098876,1.50548704498107,0.169481019480963,8.88292417399683,6.51253568243392e-19,9.11124750152127e-17
"ENSMUSG00000076749",359.473267374913,2.74645460124904,0.309458087457358,8.8750454829444,6.99048405043808e-19,9.63512581058448e-17
"ENSMUSG00000036278",474.683144348091,-1.45541954731924,0.163992326126114,-8.87492470958667,6.99807385366408e-19,9.63512581058448e-17
"ENSMUSG00000029371",361.814268141541,2.74761014936002,0.310587870901898,8.84648245078403,9.03211271363151e-19,1.23377237288252e-16
"ENSMUSG00000027004",1143.68844882516,1.29290010510019,0.146444088890845,8.82862609814096,1.05969327148889e-18,1.43621553701479e-16
"ENSMUSG00000020484",5188.79867698803,0.899886886223284,0.10218646682416,8.80632156283266,1.29319706633174e-18,1.7390994346297e-16
"ENSMUSG00000036446",156.179322197602,1.90732926689395,0.216901318523303,8.79353468148251,1.44926841855059e-18,1.93399296346274e-16
"ENSMUSG00000027408",1318.30400628075,1.27565709980446,0.145302527393874,8.77931803860863,1.64468843510533e-18,2.17801946352727e-16
"ENSMUSG00000022512",107.119187411002,-2.44009409557311,0.278180389882296,-8.77162511924568,1.76105873746886e-18,2.31445810436437e-16
"ENSMUSG00000034028",307.518002671556,-2.53338657928186,0.288975310840435,-8.76679247065761,1.83828174303984e-18,2.39778283295152e-16
"ENSMUSG00000029309",5532.73489034532,1.45294435292831,0.165752265155408,8.76575865534049,1.85523069881396e-18,2.40183150470333e-16
"ENSMUSG00000039956",314.980555476216,1.13980164332016,0.13008531769356,8.76195456588859,1.91893622692794e-18,2.46590412331451e-16
"ENSMUSG00000020120",5470.85474543934,-1.83467409135915,0.209693613622028,-8.74930838221018,2.14664298893832e-18,2.73823254206633e-16
"ENSMUSG00000031444",399.865829452917,-2.44158873609544,0.279155250351802,-8.74634717784624,2.20370385625637e-18,2.79050032834566e-16
"ENSMUSG00000078122",368.931074665865,-3.04183725846918,0.348317810132137,-8.73293632994316,2.48144792541342e-18,3.11943178333856e-16
"ENSMUSG00000022756",132.820268295003,-1.68388323262148,0.193095843554626,-8.72045302282813,2.77090893010293e-18,3.45825382154141e-16
"ENSMUSG00000033420",2431.3530539709,1.18599766708581,0.136277526900706,8.7028117845868,3.23760626391108e-18,4.01185667616639e-16
"ENSMUSG00000027072",280.016438722137,-2.81660833735004,0.323945755482917,-8.6946912860495,3.47774045170884e-18,4.27885399689681e-16
"ENSMUSG00000024049",395.158497309717,-1.30906658715137,0.150910456793464,-8.67445911281652,4.15520700017497e-18,5.07637542528418e-16
"ENSMUSG00000066364",76.7339851102757,-7.67763410762859,0.88735789840454,-8.65224068150281,5.04980056764512e-18,6.12614966765787e-16
"ENSMUSG00000075334",99.8741822604508,1.94663719306624,0.225103328257782,8.64774949412123,5.25249751061631e-18,6.30494659497378e-16
"ENSMUSG00000036422",45.7320215465477,3.05378558813881,0.353146065412948,8.64737253852141,5.2698712028545e-18,6.30494659497378e-16
"ENSMUSG00000021373",87.6108309715759,-2.00599455355522,0.23242274415297,-8.63080143410992,6.09235696159462e-18,7.23905538148927e-16
"ENSMUSG00000074577",178.533921393331,-1.48566771598162,0.172179560723457,-8.62859511163348,6.2110138662364e-18,7.32984139805911e-16
"ENSMUSG00000049791",943.617302817435,1.04323544850789,0.121246585521067,8.60424600020287,7.6820064936739e-18,9.00455734136857e-16
"ENSMUSG00000027073",5777.47410274912,-3.84688010397253,0.447901404323239,-8.58867613908246,8.79771191963805e-18,1.02431346565021e-15
"ENSMUSG00000086587",102.41498932667,-2.39468505017532,0.279299656044527,-8.57389186971842,1.0004536550754e-17,1.15705800054987e-15
"ENSMUSG00000023067",1027.39072278303,2.03033254182895,0.236918307582411,8.56975791591248,1.03702811300272e-17,1.19141481485902e-15
"ENSMUSG00000053886",890.930217779423,-1.87602618015621,0.219586967055119,-8.54343135804276,1.30293923127386e-17,1.48706511737756e-15
"ENSMUSG00000026678",978.970873064781,3.07175381891735,0.35974891249453,8.53860487754512,1.35852056079042e-17,1.54036697311061e-15
"ENSMUSG00000048040",367.952738732927,1.79222741003606,0.209965878709275,8.53580315550998,1.39185152329295e-17,1.5679117029926e-15
"ENSMUSG00000074923",306.053347045278,2.73812296181351,0.320889128120666,8.53292530616328,1.4269282153394e-17,1.59705488256181e-15
"ENSMUSG00000094733",114.011544199474,-4.22949617511853,0.496448880991478,-8.51949986607209,1.60243794857494e-17,1.78199317512039e-15
"ENSMUSG00000022324",1086.95462922986,1.0409457748227,0.123196334788991,8.44948655822932,2.92586682966311e-17,3.23298966630545e-15
"ENSMUSG00000030020",531.105516618655,1.15865874501891,0.13816766658628,8.38588921450285,5.03437315507299e-17,5.52761427178521e-15
"ENSMUSG00000030861",1984.30134907225,1.17528617653134,0.140440025290774,8.36859843978216,5.83075825647845e-17,6.36176064360932e-15
"ENSMUSG00000034825",1329.11706473218,2.31731291349514,0.277234679116781,8.35866898354016,6.34298108943753e-17,6.87737724622264e-15
"ENSMUSG00000095565",221.713007438564,2.67378318098064,0.320544899331959,8.34136867113786,7.34355542771387e-17,7.91279500372548e-15
"ENSMUSG00000021696",87.9199235197837,-2.56041434450788,0.307154367059934,-8.33592036804177,7.68976627692363e-17,8.23469539333773e-15
"ENSMUSG00000032374",917.629233805108,1.13271524707246,0.136229066652155,8.31478387769272,9.19196245067852e-17,9.76272253290024e-15
"ENSMUSG00000020695",920.52912008859,1.22765164511707,0.147655371078391,8.31430401854673,9.22922812656006e-17,9.76272253290024e-15
"ENSMUSG00000029096",966.574080066327,1.11167147161368,0.133784226036928,8.30943605643638,9.61579546791036e-17,1.01099890774127e-14
"ENSMUSG00000008489",43.204818154196,4.81712694462465,0.580887624965265,8.29270023597541,1.10706086477458e-16,1.15694529410298e-14
"ENSMUSG00000041073",395.398797667738,2.25331307747745,0.272041312229536,8.28298120976641,1.20129382659492e-16,1.24790690441729e-14
"ENSMUSG00000038007",384.620195503944,1.33884100660371,0.162738116253004,8.22696635201463,1.92014368938607e-16,1.98277694782556e-14
"ENSMUSG00000051331",546.890873036275,2.00234616668158,0.243578228532456,8.22054655190485,2.02577833951753e-16,2.07947944579587e-14
"ENSMUSG00000027765",535.744526659422,-1.96283327532119,0.238862063401962,-8.21743414322807,2.07903339566389e-16,2.12159243223395e-14
"ENSMUSG00000001089",1329.37471846387,1.2543024306599,0.15274477895483,8.21175322156723,2.17981928197928e-16,2.21143303530857e-14
"ENSMUSG00000035305",287.212249715528,1.35712529043789,0.165958314238305,8.17750708463546,2.89776400047423e-16,2.9226982488504e-14
"ENSMUSG00000030022",855.077555340195,1.26019899483533,0.154586038956387,8.1520880109417,3.57693815918902e-16,3.58686261188504e-14
"ENSMUSG00000042345",511.938703485288,-0.93469078576973,0.114669358766227,-8.15118176142638,3.60384972388299e-16,3.59307959827139e-14
"ENSMUSG00000024620",3708.39029214911,1.14976675522592,0.14131348132474,8.13628497753688,4.07591760081702e-16,4.04051534508421e-14
"ENSMUSG00000032193",775.568055952568,1.31476688421461,0.162292725312341,8.10120651855634,5.44167836089827e-16,5.36376342073086e-14
"ENSMUSG00000026121",991.194251958924,0.963492112494639,0.119837671698109,8.03997690243715,8.98554076063283e-16,8.80684526076036e-14
"ENSMUSG00000099759",91.0063137240098,1.97386476731321,0.245809127186266,8.03007109584452,9.74161968731233e-16,9.49424822109519e-14
"ENSMUSG00000021756",8093.99207086137,1.29594125745877,0.161445162226553,8.02712970513298,9.97795776596888e-16,9.67025761586749e-14
"ENSMUSG00000053965",880.226266081811,-1.77956106182635,0.222040716780287,-8.01457087524741,1.10522213035981e-15,1.065188528749e-13
"ENSMUSG00000026193",20653.9015374538,1.07575441461698,0.134455379952121,8.00082834171497,1.23584977378725e-15,1.18450397103101e-13
"ENSMUSG00000054733",677.62187480201,-0.933491482513244,0.117015984155213,-7.97746982390913,1.49363404485818e-15,1.4237122752857e-13
"ENSMUSG00000058755",464.299807441157,2.18895855695907,0.275516348806937,7.94493163994756,1.94297905198902e-15,1.84190167179812e-13
"ENSMUSG00000021806",1495.51513145617,1.29893830295957,0.164010039558054,7.919870676574,2.37757738922401e-15,2.24164198631838e-13
"ENSMUSG00000023232",258.290726043948,3.28170259202252,0.416256076807172,7.88385509514794,3.17432372472544e-15,2.97665772846145e-13
"ENSMUSG00000072596",1398.64335101757,-1.55953538936506,0.197877674294079,-7.88131048602953,3.23965186363738e-15,3.02158497475169e-13
"ENSMUSG00000001131",362.827993918079,1.08457531847488,0.138482355002928,7.83186651073308,4.80679748073883e-15,4.45926859336135e-13
"ENSMUSG00000030159",966.871840992423,-2.12406944532179,0.273205316250929,-7.77462706242114,7.56700029762247e-15,6.98257027463589e-13
"ENSMUSG00000021904",1354.28401162136,1.46329095598805,0.188549095086541,7.7607954327037,8.43983566971044e-15,7.74678673006015e-13
"ENSMUSG00000025608",4649.53585885768,2.21641038968657,0.285903697489371,7.75229704669686,9.02449805155566e-15,8.23984169465198e-13
"ENSMUSG00000005803",724.718262265441,-1.52015789273382,0.196171879277545,-7.74911214763402,9.25372664500147e-15,8.40490313285264e-13
"ENSMUSG00000046618",688.049832026414,1.28409578077874,0.165728333887753,7.74819700805329,9.32064575262483e-15,8.42159179773623e-13
"ENSMUSG00000015316",233.517171485872,-2.16355288019906,0.279750374972742,-7.73386945561689,1.04326014743866e-14,9.37744924236577e-13
"ENSMUSG00000038070",876.868399098262,-1.15331851102933,0.149166247097154,-7.7317659555929,1.06064811748622e-14,9.48459976399536e-13
"ENSMUSG00000005672",1798.02800048602,-1.45963298628967,0.189313766984754,-7.7101259434937,1.25693635100743e-14,1.11822214447574e-12
"ENSMUSG00000028982",452.46110461712,1.55179044122239,0.201764346913573,7.69110333396569,1.45871557071328e-14,1.29111212860888e-12
"ENSMUSG00000079110",160.6847529386,-2.24979895939668,0.29260556780488,-7.6888453499864,1.48468790692987e-14,1.30742973651875e-12
"ENSMUSG00000032020",1175.5607162671,-1.67377537617064,0.218337768190899,-7.66599104698738,1.77455570230078e-14,1.55479759209667e-12
"ENSMUSG00000015766",1190.67792291992,1.40203410258854,0.183117752533141,7.65646193879976,1.91125364192147e-14,1.66615216985194e-12
"ENSMUSG00000031494",24.2424003057506,-4.19243085369644,0.550278231729909,-7.61874741168065,2.56149139420963e-14,2.22183763533743e-12
"ENSMUSG00000022876",1664.47529098412,-0.705828284059688,0.0929521505326432,-7.59345835481034,3.11478326097667e-14,2.68832139360315e-12
"ENSMUSG00000034353",610.460449268159,-1.5478099314118,0.203951171347992,-7.58912008782164,3.22085156793761e-14,2.7661055940882e-12
"ENSMUSG00000048355",224.336536660151,2.24876539802993,0.297385644818312,7.56178193942016,3.97584517390263e-14,3.3976828609292e-12
"ENSMUSG00000059900",721.181238627329,-1.81592138921089,0.240600397085768,-7.54745798928818,4.43835639895474e-14,3.77434347103269e-12
"ENSMUSG00000037820",7258.25165382285,0.932111254315741,0.123546354945161,7.54462772074077,4.53581316324194e-14,3.83840423199616e-12
"ENSMUSG00000104962",26.4620555656933,4.22078589218217,0.559830050738356,7.53940572967707,4.72117949888856e-14,3.97587485178246e-12
"ENSMUSG00000029231",2373.02072371535,1.5978912583064,0.213075092291507,7.49919308316119,6.42118834295145e-14,5.38139011466288e-12
