"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.name"
"ENSMUSG00000028967",3364.22541958525,1.04883474715271,0.187977627948055,5.57957220016916,2.41110849187399e-08,1.50075778998557e-05,"Errfi1"
"ENSMUSG00000048988",390.24981667904,1.01470035943633,0.185585359649966,5.46756684552148,4.56255168550061e-08,2.72156208040111e-05,"Elfn1"
"ENSMUSG00000033855",1288.84364051162,0.842492023869053,0.15549655441533,5.41807519167766,6.02440810266206e-08,3.4498170559084e-05,"Ston1"
"ENSMUSG00000030054",54.1347192583678,-2.55331683496409,0.477434418139069,-5.34799490350181,8.8933969135239e-08,4.89684116207724e-05,"Gp9"
"ENSMUSG00000012483",1303.90795568728,-0.800081138661243,0.15008442555832,-5.33087384440398,9.77413022986087e-08,5.18246105076623e-05,"Rpa3"
"ENSMUSG00000029135",1824.68419095545,0.857027727793091,0.161058428115996,5.32122247695011,1.03072257978235e-07,5.26993730434435e-05,"Fosl2"
"ENSMUSG00000026390",443.784159169638,1.70507992079285,0.322743149071813,5.28308633567137,1.2702549067097e-07,6.27067904981245e-05,"Marco"
"ENSMUSG00000026357",61.2034578038083,-1.98144173905375,0.375689460476095,-5.27414779361326,1.33374393862419e-07,6.36462607511461e-05,"Rgs18"
"ENSMUSG00000020044",6381.38758331522,0.743483554375176,0.141229430672231,5.26436700081779,1.40673191830141e-07,6.42194640817792e-05,"Timp3"
"ENSMUSG00000024099",3187.71984490428,-0.675498464542933,0.128405900985311,-5.2606497003608,1.43547279311046e-07,6.42194640817792e-05,"Ndufv2"
"ENSMUSG00000078713",1973.78432024819,-0.895300864915367,0.171027362341229,-5.23483992654395,1.65127908611799e-07,7.06817928759801e-05,"Tomm5"
"ENSMUSG00000078606",87.5292148791251,2.89384952382079,0.553126877850229,5.2318005862741,1.67866789451196e-07,7.06817928759801e-05,"Gm4070"
"ENSMUSG00000015568",3475.89088227359,0.787886006189902,0.15080686309201,5.22447049183165,1.7465417587183e-07,7.1438548050889e-05,"Lpl"
"ENSMUSG00000002416",1992.40279802679,-0.785741956763046,0.15395641301094,-5.10366500099748,3.33137783123567e-07,0.000132477791755472,"Ndufb2"
"ENSMUSG00000061397",63.9222585598351,-2.56177183556277,0.502661332750302,-5.0964171473984,3.46141950038883e-07,0.000133928869101531,"Krt79"
"ENSMUSG00000022435",156.405263027465,-1.14378244748609,0.225036425477373,-5.08265470827564,3.72195937551853e-07,0.000140219922157693,"Upk3a"
"ENSMUSG00000042510",894.132431252448,0.690750521737337,0.138366970841807,4.99216335759103,5.97067217296011e-07,0.00021916959699512,"AA986860"
"ENSMUSG00000025006",643.525128977062,1.00126910599047,0.201059790044107,4.97995698578426,6.35984070764481e-07,0.000227618698926608,"Sorbs1"
"ENSMUSG00000031441",6956.68236155686,0.830033263265611,0.168843642510488,4.91598766127101,8.83359614873453e-07,0.000308443323086057,"Atp11a"
"ENSMUSG00000036040",1584.95902759698,1.14832408428318,0.234281896907785,4.90146314947746,9.51254950978379e-07,0.000324242044719202,"Adamtsl2"
"ENSMUSG00000050919",187.158731018451,1.50426684312126,0.307315030966016,4.89486908073692,9.83711939546561e-07,0.000327507444803455,"Zfp366"
"ENSMUSG00000055612",814.263734980211,-0.89038682810289,0.18335143143637,-4.85617603924674,1.19674317956621e-06,0.000380723896859331,"Cdca7"
"ENSMUSG00000020023",2522.61502095019,0.618038761856609,0.127181110858953,4.85951693362728,1.17672517649919e-06,0.000380723896859331,"Tmcc3"
"ENSMUSG00000024066",1203.66301642891,1.32909122669927,0.277693166255177,4.78618629555306,1.69980288089614e-06,0.000529008218324112,"Xdh"
"ENSMUSG00000034664",313.909235185642,-1.23212631024622,0.257879183750848,-4.77792077795878,1.77117132370479e-06,0.00053949124830123,"Itga2b"
"ENSMUSG00000035385",101.095957075677,1.85530763950672,0.389454942392492,4.76385696406684,1.89927159631064e-06,0.000566457753599648,"Ccl2"
"ENSMUSG00000033066",950.361733576608,0.783031455588571,0.16538316764007,4.73465024743456,2.19433167652426e-06,0.000628281045622427,"Gas7"
"ENSMUSG00000024042",2376.26964352807,1.34011701068166,0.283041343810743,4.73470409883914,2.1937491564032e-06,0.000628281045622427,"Sik1"
"ENSMUSG00000062691",954.632653947497,-0.830867496503223,0.175936121331398,-4.72255208433395,2.32903417106556e-06,0.000653773592019109,"Cebpzos"
"ENSMUSG00000038178",1236.9388343295,0.7570602914873,0.160619960274693,4.71336370767725,2.43660719534442e-06,0.000670816704010591,"Slc43a2"
"ENSMUSG00000024621",2756.92868114284,0.668862874310467,0.143130508483093,4.67309786990296,2.96690297850631e-06,0.00080139968000559,"Csf1r"
"ENSMUSG00000025964",995.025742936133,0.824549333467389,0.176877256866208,4.66170353428247,3.13602717551559e-06,0.000808777303152561,"Adam23"
"ENSMUSG00000020857",4069.64251740704,-0.604724448739324,0.129772105841964,-4.65989547457721,3.16369998439113e-06,0.000808777303152561,"Nme2"
"ENSMUSG00000024065",1326.20520953463,0.621616419018677,0.133314499204383,4.66278178839112,3.11963490259727e-06,0.000808777303152561,"Ehd3"
"ENSMUSG00000062328",31008.9087299552,-0.795241766722731,0.171708421563104,-4.63134981664526,3.63289469014973e-06,0.00091243018217866,"Rpl17"
"ENSMUSG00000032548",8624.21511200368,0.763004748806317,0.165335467780997,4.61488849940529,3.93306411422107e-06,0.000970788721710153,"Slco2a1"
"ENSMUSG00000026193",46654.3675039802,0.877391282938388,0.191574869743248,4.5798871434144,4.65226894217536e-06,0.00112884546061326,"Fn1"
"ENSMUSG00000025810",6030.89971427592,0.804208638975979,0.176325483243717,4.56093256732723,5.09269350328911e-06,0.00121511666988478,"Nrp1"
"ENSMUSG00000063882",4026.87659326928,-0.671137655468327,0.147422133746068,-4.55248908976146,5.30149110765639e-06,0.00124419912618375,"Uqcrh"
"ENSMUSG00000024608",91414.8264642515,-0.847158876307027,0.186494590383486,-4.54253860428351,5.55808140533098e-06,0.00128337892578578,"Rps14"
"ENSMUSG00000042306",1234.26969619199,-0.721306120197797,0.159860214718543,-4.51210528815916,6.41873094660482e-06,0.00145613027973112,"S100a14"
"ENSMUSG00000002266",312.731314863966,0.981315038762083,0.217628876447524,4.50912146761325,6.50966316728079e-06,0.00145613027973112,"Zim1"
"ENSMUSG00000038894",869.012816295127,0.962894638547489,0.214411111636036,4.49088030559726,7.09294049950677e-06,0.00156219286447598,"Irs2"
"ENSMUSG00000079020",939.759397322245,0.774518954300529,0.173633465037764,4.46065482902202,8.17096023568089e-06,0.00177235555657587,"Slc45a4"
"ENSMUSG00000024902",1594.75330711035,-0.681079042413758,0.153118307498429,-4.44805754152387,8.6650320021498e-06,0.00185147161407129,"Mrpl11"
"ENSMUSG00000029486",606.088821513175,-0.774961317681511,0.174604117570748,-4.43839084933093,9.06339264551676e-06,0.00188045694366982,"Mrpl1"
"ENSMUSG00000071172",13401.5360844435,-0.605699976233482,0.136431832578575,-4.43957956721459,9.01347868245103e-06,0.00188045694366982,"Srsf3"
"ENSMUSG00000019970",10764.1896280667,0.770853680738698,0.173998245130955,4.43023824842909,9.41290368091045e-06,0.00192507327279877,"Sgk1"
"ENSMUSG00000015850",811.005023912608,0.729258840969679,0.165051540846392,4.41837039042474,9.94478883503955e-06,0.00196287187735408,"Adamtsl4"
"ENSMUSG00000022354",3657.08682343554,-0.731740296606361,0.165665382432073,-4.41697768033339,1.00090560943593e-05,0.00196287187735408,"Ndufb9"
"ENSMUSG00000071528",3641.58125010159,-0.777229045282436,0.175775802984015,-4.42170669732692,9.79243252614724e-06,0.00196287187735408,"Usmg5"
"ENSMUSG00000047215",31860.9604314579,-0.777920137833059,0.176315220429217,-4.41209860350859,1.02373468514583e-05,0.00198051158818213,"Rpl9"
"ENSMUSG00000032440",9154.26666049878,0.536771388832546,0.121982058532876,4.40041261221936,1.08045233520966e-05,0.00206134944161631,"Tgfbr2"
"ENSMUSG00000056492",14835.2623234711,0.625050551220552,0.142133018193578,4.39764496078783,1.09431794888823e-05,0.00206134944161631,"Adgrf5"
"ENSMUSG00000027293",10730.1561774148,0.589364978594024,0.13413423054631,4.39384470461881,1.11363382391591e-05,0.00207049114586755,"Ehd4"
"ENSMUSG00000031198",3298.61643868348,-0.623886956344551,0.142369396566357,-4.38217040593948,1.17502845263074e-05,0.00210619215132836,"Fundc2"
"ENSMUSG00000029675",358966.024950999,0.617023994299891,0.140725841817224,4.38458200947405,1.16208698203114e-05,0.00210619215132836,"Eln"
"ENSMUSG00000030340",3647.44831539436,0.860812778779542,0.196572826705316,4.37910362895679,1.19168457849677e-05,0.00210619215132836,"Scnn1a"
"ENSMUSG00000035929",5965.72587284596,1.21088341344563,0.276361635614112,4.38151775572933,1.17855437371219e-05,0.00210619215132836,"H2-Q4"
"ENSMUSG00000066571",2860.45535057605,0.687804469284757,0.157164582762268,4.37633248659561,1.20692866820167e-05,0.00210712083097257,"4931406P16Rik"
"ENSMUSG00000026840",171.511201323088,1.06943021102572,0.24467996928142,4.37073052676292,1.23831540480155e-05,0.00213587028134204,"Lamc3"
"ENSMUSG00000013846",2289.10516200748,0.67823303374067,0.155318985180513,4.36671043757093,1.26131763219978e-05,0.00214964562173477,"St3gal1"
"ENSMUSG00000036850",1718.98847826774,-0.639475115339046,0.146546357671475,-4.36363704632367,1.2791774238953e-05,0.00215443576476295,"Mrpl41"
"ENSMUSG00000056209",1874.54029895878,-0.617798377327342,0.141978760343337,-4.35134365051058,1.35305789274402e-05,0.00225236939447947,"Npm3"
"ENSMUSG00000035357",2309.00740783303,0.728484846503857,0.167760385617552,4.34241280396557,1.4092642354829e-05,0.00231896859714634,"Pdzrn3"
"ENSMUSG00000039640",3101.43545112746,-0.715458883652114,0.165369616613028,-4.32642282364553,1.51550384377982e-05,0.00246544920767635,"Mrpl12"
"ENSMUSG00000059149",524.800779761541,0.773439893859676,0.179525383850781,4.30824809990408,1.64552744115074e-05,0.00263279374574116,"Mfsd4a"
"ENSMUSG00000051355",2615.58829086612,-0.621754703616819,0.144373762135128,-4.30656300993861,1.65810713401338e-05,0.00263279374574116,"Commd1"
"ENSMUSG00000036545",6721.7289740606,0.658050225341159,0.152960528339736,4.30209173885424,1.69193227583254e-05,0.00263279374574116,"Adamts2"
"ENSMUSG00000067279",3699.66322615814,-0.624504642004021,0.145154158432414,-4.3023544674733,1.68992668499036e-05,0.00263279374574116,"Ppp1r3c"
"ENSMUSG00000022820",1178.9418445378,-0.719469755714445,0.167446089425418,-4.29672474396545,1.73340216597533e-05,0.00266832101162396,"Ndufb4"
"ENSMUSG00000021131",4680.25094602248,-0.611262540772443,0.142545205471243,-4.28820133761538,1.80125786974248e-05,0.00274327741098228,"Erh"
"ENSMUSG00000062456",354.747807751574,-1.30981011101665,0.306609184641714,-4.27192066195675,1.93796530822432e-05,0.00292041172131993,"Rpl9-ps6"
"ENSMUSG00000030613",1386.33461477877,-0.626433306804876,0.147104322881397,-4.25842894712167,2.05868632313763e-05,0.00300736259204473,"Ccdc90b"
"ENSMUSG00000039016",1128.88342757818,-0.606119629007571,0.142312900052374,-4.25906315439084,2.05285469644719e-05,0.00300736259204473,"Timm8b"
"ENSMUSG00000018750",3896.80248060198,0.595106986759213,0.139612403065926,4.26256531433098,2.02093402482616e-05,0.00300736259204473,"Zbtb4"
"ENSMUSG00000022237",1664.24521809518,0.605122126340691,0.142188737653437,4.25576692167829,2.08333652364202e-05,0.00301263087600598,"Ankrd33b"
"ENSMUSG00000039959",4116.27997256115,0.672133711335767,0.158127753130186,4.2505739696586,2.13223402115837e-05,0.00305250622469032,"Hip1"
"ENSMUSG00000031442",1420.90245773606,0.546915121199305,0.129688461709964,4.21714556552014,2.47414270880562e-05,0.0034419378090548,"Mcf2l"
"ENSMUSG00000069892",254.156620992589,0.798500064697496,0.189212409078705,4.22012524752196,2.44166627984158e-05,0.0034419378090548,"9930111J21Rik2"
"ENSMUSG00000047497",560.18714466139,0.982182451377079,0.232913490814768,4.21694101076434,2.47638721942334e-05,0.0034419378090548,"Adamts12"
"ENSMUSG00000025153",5329.54907340919,1.17239895456414,0.278456522498945,4.21034833029843,2.5497725282362e-05,0.00350985995329129,"Fasn"
"ENSMUSG00000002477",2077.78827641894,-0.699460061195438,0.166256067925415,-4.20712500856947,2.58640084385446e-05,0.00352637280767814,"Snrpd1"
"ENSMUSG00000026281",2790.07221687922,-0.64967622565609,0.15485835649727,-4.1952933012533,2.72518710152771e-05,0.00360813851525161,"Dtymk"
"ENSMUSG00000038886",2558.45016125156,0.689584616793868,0.16460435067811,4.18934623509664,2.7975927297634e-05,0.00360813851525161,"Man2a2"
"ENSMUSG00000030748",2828.90804515977,0.650588430707239,0.155198484362703,4.19197670247087,2.76534400006055e-05,0.00360813851525161,"Il4ra"
"ENSMUSG00000020390",5431.79804736333,-0.684964648612632,0.163453530783221,-4.19057725660916,2.78245652160836e-05,0.00360813851525161,"Ube2b"
"ENSMUSG00000011171",672.81507614612,0.61179011774149,0.145769195604244,4.19697807349141,2.70500110530946e-05,0.00360813851525161,"Vipr2"
"ENSMUSG00000095620",130.715271449638,-1.65028222901278,0.393887445485023,-4.18973046216456,2.79286002510552e-05,0.00360813851525161,"2010005H15Rik"
"ENSMUSG00000074129",31032.2345148903,-0.679873398272451,0.162570745527727,-4.18201562689208,2.8893610516353e-05,0.0036932225727867,"Rpl13a"
"ENSMUSG00000026712",1624.64037284933,0.724252810663924,0.173625818690733,4.1713428113706,3.02809907263979e-05,0.00383630675432843,"Mrc1"
"ENSMUSG00000020267",8807.18739376808,-0.599896760476373,0.144059197775181,-4.16423782542905,3.12394358916456e-05,0.00392301547565612,"Hint1"
"ENSMUSG00000028247",338.235706589627,-0.726137140567495,0.174466615442431,-4.16204062150273,3.15416222787942e-05,0.00392652056124537,"Coq3"
"ENSMUSG00000031824",1751.73852501782,0.623646827166507,0.15006651165592,4.1558027856104,3.24147344774573e-05,0.00400042533430412,"6430548M08Rik"
"ENSMUSG00000037736",22389.7139133409,0.63591763072017,0.153283995711249,4.14862378664821,3.34479968701391e-05,0.0040926625913924,"Limch1"
"ENSMUSG00000063286",234.906611094331,1.02909260433208,0.248800444365106,4.13621690651774,3.53078463726651e-05,0.00428361973450062,"Gm8995"
"ENSMUSG00000024130",6710.70978835561,0.787335343427598,0.190544897307657,4.13202008845376,3.59588985398522e-05,0.00432594614702961,"Abca3"
"ENSMUSG00000074305",2523.07552669619,0.894482040755101,0.216885006448419,4.12422257952549,3.71989042756733e-05,0.00443782928008783,"Peak1"
"ENSMUSG00000055541",214.895420570057,0.839795295307611,0.203885916635601,4.11894705218189,3.80607581115939e-05,0.00446621158299654,"Lair1"
"ENSMUSG00000036781",2635.44902565446,-0.540430841702922,0.131198006962115,-4.1192000870789,3.80189910576747e-05,0.00446621158299654,"Rps27l"
"ENSMUSG00000015759",3480.7156687478,-0.624270073771752,0.15233007115848,-4.09814076120453,4.16481994087489e-05,0.0048474440872817,"Cnih1"
"ENSMUSG00000000171",4556.94474698148,-0.68270417672896,0.1668041494889,-4.09284888188222,4.26105435629328e-05,0.00490266912611606,"Sdhd"
"ENSMUSG00000087497",358.165284163013,-0.750589457583053,0.183438403963019,-4.09177926414127,4.28076027357158e-05,0.00490266912611606,"2810001G20Rik"
"ENSMUSG00000028629",586.346983946208,-0.761789041540061,0.186643863622047,-4.08151131656103,4.47437986720094e-05,0.00497576395335786,"Exo5"
"ENSMUSG00000029417",77.8605126683836,2.62803418208091,0.644804804213901,4.07570502717457,4.58751415175627e-05,0.00497576395335786,"Cxcl9"
"ENSMUSG00000030409",1878.92351963115,0.637323675076474,0.156573097133195,4.07045454644299,4.69214957881608e-05,0.00497576395335786,"Dmpk"
"ENSMUSG00000051147",301.697232608087,-0.939827913332678,0.23079432995599,-4.07214472518408,4.65822194323107e-05,0.00497576395335786,"Nat2"
"ENSMUSG00000005413",1892.38258265663,0.879122847823975,0.215613421770561,4.07731040398528,4.55596531514326e-05,0.00497576395335786,"Hmox1"
"ENSMUSG00000053453",1836.887286402,-0.633131178634644,0.155116811192418,-4.08164127258434,4.47187823742182e-05,0.00497576395335786,"Thoc7"
"ENSMUSG00000021091",497.124909770785,1.45949525368941,0.357572459738739,4.08167691313752,4.47119239509164e-05,0.00497576395335786,"Serpina3n"
"ENSMUSG00000005580",374.795233339948,0.93361002533685,0.229139584544698,4.07441615638756,4.61299283764864e-05,0.00497576395335786,"Adcy9"
"ENSMUSG00000003665",250.55440014928,1.4219735570604,0.349053709066109,4.07379586615735,4.6253026496694e-05,0.00497576395335786,"Has1"
"ENSMUSG00000061232",21939.9491090511,1.06597320251937,0.261759675075282,4.07233544361941,4.65440821448415e-05,0.00497576395335786,"H2-K1"
"ENSMUSG00000020893",1692.26515147856,0.926657678372014,0.227825787088489,4.06739592657303,4.75414296328646e-05,0.00500443460753007,"Per1"
"ENSMUSG00000039834",492.352770311132,0.865513211063017,0.212954754674676,4.06430564269501,4.81756630423572e-05,0.00503418096433858,"Zfp335"
"ENSMUSG00000042190",2193.06070503982,0.751763879790417,0.18577118669176,4.04671947882735,5.1940423957429e-05,0.00524530143716917,"Cmklr1"
"ENSMUSG00000061288",1907.76324562007,0.61858947588586,0.152934764143236,4.04479308122841,5.23693572332705e-05,0.00524530143716917,"Taok3"
"ENSMUSG00000030159",104.374461364436,-1.41768261171524,0.350108541193929,-4.04926599871201,5.13785214098215e-05,0.00524530143716917,"Clec1b"
"ENSMUSG00000032080",144.481097596313,3.3765221265217,0.833662054216825,4.05022887804788,5.11675620583946e-05,0.00524530143716917,"Apoa4"
"ENSMUSG00000059657",328.992449634362,-1.58764627525314,0.392052314596333,-4.04957761029372,5.13101596914462e-05,0.00524530143716917,"Stfa2l1"
"ENSMUSG00000091562",139.815750516859,1.37072399613024,0.338895442702812,4.0446811122576,5.2394391276557e-05,0.00524530143716917,"Crybg3"
"ENSMUSG00000030306",2184.4509773017,0.634037883885801,0.156948918436739,4.03977224055456,5.35031323413963e-05,0.00528241960413399,"Tmtc1"
"ENSMUSG00000069893",62.3986527596324,1.38161108204221,0.341892518161664,4.04106848980214,5.3208214499747e-05,0.00528241960413399,"9930111J21Rik1"
"ENSMUSG00000029335",1235.15492316427,0.6883108099029,0.170462204731519,4.03790864366093,5.39298462548672e-05,0.00528807999304574,"Bmp3"
"ENSMUSG00000051234",4796.7830824518,-0.615499106575856,0.152719044897412,-4.03027079556,5.57126317401157e-05,0.00542572813599657,"Rnf7"
"ENSMUSG00000089809",833.895313550181,0.667784752853711,0.166319994531701,4.01505997360064,5.94306805840008e-05,0.00572062656057692,"Rasgef1b"
"ENSMUSG00000035547",703.40405844741,0.745945863161633,0.185952747652086,4.01148072604596,6.03391038451464e-05,0.00572062656057692,"Capn5"
"ENSMUSG00000019948",459.775199277729,-0.974733823540641,0.242946568947571,-4.01213249383651,6.0172710188798e-05,0.00572062656057692,"Actr6"
"ENSMUSG00000004040",4172.37076707827,0.516491333858431,0.128750122799793,4.01157934941606,6.03138977568758e-05,0.00572062656057692,"Stat3"
"ENSMUSG00000064105",364.549863993723,0.805812773849703,0.201616167317673,3.99676665105948,6.42135425232394e-05,0.00604790180764931,"Cnnm2"
"ENSMUSG00000051335",754.54875222375,0.731033068742346,0.183014814572937,3.99439286075394,6.48602421223836e-05,0.0060688838315297,"Gfod1"
"ENSMUSG00000039683",699.273706556893,0.946295423363937,0.23715791956821,3.99014894837518,6.60318150442444e-05,0.00610401327338528,"Sdk1"
"ENSMUSG00000022537",1616.44442258557,0.603961195831636,0.151428683328787,3.9884200440434,6.6514813540661e-05,0.00610401327338528,"Tmem44"
"ENSMUSG00000054008",7448.54208605593,0.784913469737908,0.196748458488141,3.98942627438791,6.6233301036742e-05,0.00610401327338528,"Ndst1"
"ENSMUSG00000038717",4696.41841118479,-0.711775088995075,0.178605034875786,-3.98519050423238,6.74260087776973e-05,0.00614822128446824,"Atp5l"
"ENSMUSG00000046909",419.467025338564,-0.719350004798079,0.180631470169463,-3.98241792597496,6.82176858901539e-05,0.00618104045065471,"Tefm"
"ENSMUSG00000061311",89.5653818353482,-2.18752097123801,0.550271122862567,-3.97535120479937,7.02754709717858e-05,0.00628789776520054,"Rag1"
"ENSMUSG00000037601",1331.6317447776,-0.567604035982333,0.142758504138887,-3.9759735464174,7.00919171979583e-05,0.00628789776520054,"Nme1"
"ENSMUSG00000045868",71.04449388662,2.21895949828011,0.55948376779274,3.96608378297423,7.30631888072795e-05,0.00645662105533959,"Gvin1"
"ENSMUSG00000050578",89.1357058429732,1.43521203191784,0.361828867323238,3.96654927655538,7.29207049145742e-05,0.00645662105533959,"Mmp13"
"ENSMUSG00000006362",1928.08618258126,0.736573495526546,0.185794929341976,3.96444347612308,7.35673753674817e-05,0.00646129169178446,"Cbfa2t3"
"ENSMUSG00000029632",4813.5899905344,-0.675749125007158,0.17054668103103,-3.96225315510073,7.42457538246493e-05,0.00648111104727853,"Ndufa4"
"ENSMUSG00000024232",1234.84846939585,-0.604544578250858,0.153299839666771,-3.94354344769676,8.02864377849841e-05,0.00696594329290808,"Bambi"
"ENSMUSG00000016763",620.135819708874,0.822568873091437,0.208712322895704,3.9411610281511,8.10881651832352e-05,0.00699312152266985,"Scube1"
"ENSMUSG00000028898",1491.82487009533,-0.608264164606498,0.154995777732529,-3.924391835087,8.69491148510159e-05,0.00731709055862513,"Trnau1ap"
"ENSMUSG00000070493",9875.18215128174,-0.589972963248226,0.150382631543455,-3.92314562654628,8.74002853817336e-05,0.00731709055862513,"Chchd2"
"ENSMUSG00000031697",952.942849327132,-0.675267595275525,0.172075562338968,-3.92425040544298,8.70002063533659e-05,0.00731709055862513,"Orc6"
"ENSMUSG00000063787",1197.18267266224,-0.662412420622142,0.168808832309386,-3.92403887616556,8.70766743102358e-05,0.00731709055862513,"Chchd1"
"ENSMUSG00000037112",329.585652572961,0.857188071516127,0.218308321421563,3.92650204964409,8.61901582031762e-05,0.00731709055862513,"Sik2"
"ENSMUSG00000002020",15595.2336304596,0.938016246932435,0.239187208034479,3.92168232841791,8.79328731267856e-05,0.00731887797490153,"Ltbp2"
"ENSMUSG00000052336",892.950959307026,0.729291553707093,0.186247073210495,3.91572088159933,9.01344794845731e-05,0.0074587584294864,"Cx3cr1"
"ENSMUSG00000019947",736.956271192586,0.870647504302816,0.222617693923229,3.91095374747285,9.19323776989902e-05,0.00752323917967843,"Arid5b"
"ENSMUSG00000033825",193.982834391239,-1.51567503053955,0.38755455691952,-3.91086881441134,9.19647147557785e-05,0.00752323917967843,"Tpsb2"
"ENSMUSG00000039501",1325.50239793653,0.821720368517479,0.210358407552863,3.90628726503827,9.37250820879414e-05,0.00758061172412977,"Znfx1"
"ENSMUSG00000030199",1401.63560488215,0.57053844174866,0.146051677565658,3.90641484752664,9.36756332888932e-05,0.00758061172412977,"Etv6"
"ENSMUSG00000032397",1442.05823527476,-0.683062460726115,0.174988876401827,-3.9034621786907,9.48263743757772e-05,0.007626597615526,"Tipin"
"ENSMUSG00000029231",3472.11370852405,0.581228206346098,0.14897054378274,3.90163176952462,9.55464269860265e-05,0.00764157904319529,"Pdgfra"
"ENSMUSG00000040824",5084.95690791542,-0.538329863288299,0.138353859635113,-3.89096382788354,9.98468183694078e-05,0.0079411502876469,"Snrpd2"
"ENSMUSG00000032766",5659.73210513181,-0.671194492092882,0.172565474243043,-3.88950625863645,0.000100448378356462,0.00794485626823821,"Gng11"
"ENSMUSG00000035373",66.3334472110444,1.54983640167481,0.398725117053542,3.88697961424561,0.000101499274436795,0.00798386600459977,"Ccl7"
"ENSMUSG00000004945",3549.28371678782,-0.641295970404092,0.165050382833721,-3.88545581896747,0.00010213806753732,0.00799021079160806,"Tmem242"
"ENSMUSG00000056493",1424.3921916602,0.743250969838487,0.191468728719773,3.88183999971234,0.000103669080391591,0.00806590518959795,"Foxk1"
"ENSMUSG00000086841",2522.86024469598,-0.778791334646308,0.200699448924409,-3.88038601411222,0.000104290812827787,0.0080704177105005,"2410006H16Rik"
"ENSMUSG00000027574",3205.12386907078,-0.555268297434282,0.143245111500719,-3.87635076420389,0.000106034794832669,0.00812432856020744,"Nkain4"
"ENSMUSG00000030042",1690.84013672885,-0.551469383972823,0.142272474122919,-3.87614953189309,0.000106122481192986,0.00812432856020744,"Pole4"
"ENSMUSG00000026034",2449.39258486396,-0.794422585215691,0.205076294014358,-3.8737904302097,0.000107155568705371,0.00815978256162815,"Clk1"
